	params	train_accuracy	train_sensitivity	train_specificity	train_mcc	validation_accuracy	validation_sensitivity	validation_specificity	validation_mcc
8677	{'max_depth': 6, 'eta': 0.3, 'gamma': 10, 'subsample': 0.4, 'lambda': 0.1, 'colsample_bytree': 0.6, 'scale_pos_weight': 1.200649175054246, 'seed': 1618, 'nthread': 4, 'objective': 'binary:logistic'}	0.6702127659574468	0.6493506493506493	0.6846846846846847	0.3300435010476147	0.525	0.5714285714285714	0.5	0.06822384756298847
6524	{'max_depth': 6, 'eta': 0.01, 'gamma': 0, 'subsample': 0.8, 'lambda': 100, 'colsample_bytree': 0.6, 'scale_pos_weight': 1.4415584415584415, 'seed': 1618, 'nthread': 4, 'objective': 'binary:logistic'}	0.7659574468085106	0.8311688311688312	0.7207207207207207	0.5428198833158521	0.525	0.5714285714285714	0.5	0.06822384756298847
7175	{'max_depth': 6, 'eta': 0.01, 'gamma': 10, 'subsample': 1, 'lambda': 0.1, 'colsample_bytree': 0.8, 'scale_pos_weight': 1.200649175054246, 'seed': 1618, 'nthread': 4, 'objective': 'binary:logistic'}	0.7446808510638298	0.8051948051948052	0.7027027027027027	0.49955079785332074	0.525	0.5714285714285714	0.5	0.06822384756298847
8174	{'max_depth': 6, 'eta': 0.3, 'gamma': 0.01, 'subsample': 0.2, 'lambda': 1, 'colsample_bytree': 0.8, 'scale_pos_weight': 1.4415584415584415, 'seed': 1618, 'nthread': 4, 'objective': 'binary:logistic'}	0.776595744680851	0.7792207792207793	0.7747747747747747	0.5473751234537497	0.525	0.5714285714285714	0.5	0.06822384756298847
7174	{'max_depth': 6, 'eta': 0.01, 'gamma': 10, 'subsample': 1, 'lambda': 0.1, 'colsample_bytree': 0.8, 'scale_pos_weight': 1.4415584415584415, 'seed': 1618, 'nthread': 4, 'objective': 'binary:logistic'}	0.7712765957446809	0.8701298701298701	0.7027027027027027	0.564538052967794	0.525	0.5714285714285714	0.5	0.06822384756298847
8679	{'max_depth': 6, 'eta': 0.3, 'gamma': 10, 'subsample': 0.4, 'lambda': 0.1, 'colsample_bytree': 0.8, 'scale_pos_weight': 1.200649175054246, 'seed': 1618, 'nthread': 4, 'objective': 'binary:logistic'}	0.6702127659574468	0.6493506493506493	0.6846846846846847	0.3300435010476147	0.525	0.5714285714285714	0.5	0.06822384756298847
6526	{'max_depth': 6, 'eta': 0.01, 'gamma': 0, 'subsample': 0.8, 'lambda': 100, 'colsample_bytree': 0.8, 'scale_pos_weight': 1.4415584415584415, 'seed': 1618, 'nthread': 4, 'objective': 'binary:logistic'}	0.7446808510638298	0.7922077922077922	0.7117117117117117	0.49563816778490033	0.525	0.5714285714285714	0.5	0.06822384756298847
11374	{'max_depth': 8, 'eta': 0.3, 'gamma': 0.01, 'subsample': 0.2, 'lambda': 1, 'colsample_bytree': 0.8, 'scale_pos_weight': 1.4415584415584415, 'seed': 1618, 'nthread': 4, 'objective': 'binary:logistic'}	0.776595744680851	0.7792207792207793	0.7747747747747747	0.5473751234537497	0.525	0.5714285714285714	0.5	0.06822384756298847
10684	{'max_depth': 8, 'eta': 0.1, 'gamma': 0.01, 'subsample': 0.8, 'lambda': 100, 'colsample_bytree': 0.6, 'scale_pos_weight': 1.4415584415584415, 'seed': 1618, 'nthread': 4, 'objective': 'binary:logistic'}	0.7446808510638298	0.8181818181818182	0.6936936936936937	0.5036915232683266	0.525	0.5714285714285714	0.5	0.06822384756298847
5622	{'max_depth': 3, 'eta': 1, 'gamma': 0, 'subsample': 0.2, 'lambda': 10, 'colsample_bytree': 0.8, 'scale_pos_weight': 1.4415584415584415, 'seed': 1618, 'nthread': 4, 'objective': 'binary:logistic'}	0.7659574468085106	0.7792207792207793	0.7567567567567568	0.5286072637369045	0.525	0.5714285714285714	0.5	0.06822384756298847
4546	{'max_depth': 3, 'eta': 0.1, 'gamma': 1, 'subsample': 0.6, 'lambda': 0.1, 'colsample_bytree': 0.4, 'scale_pos_weight': 1.4415584415584415, 'seed': 1618, 'nthread': 4, 'objective': 'binary:logistic'}	0.851063829787234	0.8311688311688312	0.8648648648648649	0.6934422875867183	0.525	0.5714285714285714	0.5	0.06822384756298847
